date,open,high,low,close,mode,position,stage,event,basis,level_name,level_price,trigger_price,fill_price,H,L_now,rebound_from_L_pct,threshold_pct,forbidden_levels_above_last_sell
2025-05-28,3.6722,3.7448,3.4807,3.605,wait,False,,,,,,,,4.2989,,,,7
2025-05-29,3.6052,3.7508,3.5015,3.5254,wait,False,,,,,,,,4.2989,,,,7
2025-05-30,3.5255,3.5508,3.1702,3.1881,wait,False,,,,,,,,4.2989,,,,7
2025-05-31,3.1878,3.3133,3.053,3.2457,wait,False,,,,,,,,4.2989,,,,7
2025-06-01,3.2457,3.3649,3.1857,3.343,wait,False,,,,,,,,4.2989,,,,7
2025-06-02,3.3431,3.3701,3.2237,3.3309,wait,False,,,,,,,,4.2989,,,,7
2025-06-03,3.3308,3.3911,3.2155,3.2512,wait,False,,,,,,,,4.2989,,,,7
2025-06-04,3.2512,3.2923,3.1553,3.1632,wait,False,,,,,,,,4.2989,,,,7
2025-06-05,3.1632,3.23,2.8467,2.9208,wait,False,,,,,,,,4.2989,,,,7
2025-06-06,2.9208,3.2214,2.915,3.1939,wait,False,,,,,,,,4.2989,,,,7
2025-06-07,3.1938,3.3131,3.1702,3.2427,wait,False,,,,,,,,4.2989,,,,7
2025-06-08,3.2427,3.2822,3.179,3.2232,wait,False,,,,,,,,4.2989,,,,7
2025-06-09,3.223,3.4687,3.1828,3.4483,wait,False,,,,,,,,4.2989,,,,7
2025-06-10,3.4484,3.5597,3.3646,3.4928,wait,False,,,,,,,,4.2989,,,,7
2025-06-11,3.4927,3.5285,3.3387,3.3947,wait,False,,,,,,,,4.2989,,,,7
2025-06-12,3.3949,3.3998,3.1832,3.2078,wait,False,,,,,,,,4.2989,,,,7
2025-06-13,3.2078,3.2105,2.9186,3.0758,wait,False,,,,,,,,4.2989,,,,7
2025-06-14,3.0759,3.0774,2.8051,2.947,wait,False,,,,,,,,4.2989,,,,7
2025-06-15,2.9471,3.043,2.9433,3.0233,wait,False,,,,,,,,4.2989,,,,7
2025-06-16,3.0234,3.1589,2.9283,2.9962,wait,False,,,,,,,,4.2989,,,,7
2025-06-17,2.9963,3.0569,2.8028,2.8326,wait,False,,,,,,,,4.2989,,,,7
2025-06-18,2.8326,2.9181,2.68,2.828,wait,False,,,,,,,,4.2989,,,,7
2025-06-19,2.8281,2.8679,2.7842,2.8287,wait,False,,,,,,,,4.2989,,,,7
2025-06-20,2.8288,2.8852,2.65,2.7163,wait,False,,,,,,,,4.2989,,,,7
2025-06-21,2.7164,2.7543,2.4568,2.5689,wait,False,,,,,,,,4.2989,,,,7
2025-06-22,2.5689,2.6164,2.2937,2.4495,wait,False,,SELL S1,HIGH,B1,2.407384,2.6164,2.6164,4.2989,,,7.7,7
2025-06-23,2.4495,2.8562,2.3925,2.8276,wait,False,,SELL S1,HIGH,B1,2.407384,2.8562,2.8562,4.2989,,,7.7,7
2025-06-24,2.8277,2.9131,2.7331,2.7984,wait,False,,,,,,,,4.2989,,,,7
2025-06-25,2.7984,2.8449,2.7026,2.7316,wait,False,,,,,,,,4.2989,,,,7
2025-06-26,2.732,2.8053,2.5501,2.6012,wait,False,,,,,,,,4.2989,,,,7
2025-06-27,2.6013,2.7958,2.5806,2.7213,wait,False,,,,,,,,4.2989,,,,7
2025-06-28,2.7214,2.8439,2.6794,2.8018,wait,False,,,,,,,,4.2989,,,,7
2025-06-29,2.8017,2.9278,2.7686,2.8997,wait,False,,,,,,,,4.2989,,,,7
2025-06-30,2.8997,2.9106,2.7363,2.7769,wait,False,,,,,,,,4.2989,,,,7
2025-07-01,2.777,2.8131,2.6594,2.672,wait,False,,,,,,,,4.2989,,,,7
2025-07-02,2.6721,2.9615,2.6485,2.8986,wait,False,,,,,,,,4.2989,,,,7
2025-07-03,2.8986,3.0897,2.872,3.0224,wait,False,,,,,,,,4.2989,,,,7
2025-07-04,3.0225,3.084,2.7,2.8755,wait,False,,,,,,,,4.2989,,,,7
2025-07-05,2.8755,2.9356,2.8547,2.8987,wait,False,,,,,,,,4.2989,,,,7
2025-07-06,2.8988,2.9686,2.8668,2.9089,wait,False,,,,,,,,4.2989,,,,7
2025-07-07,2.909,2.9515,2.802,2.8579,wait,False,,,,,,,,4.2989,,,,7
2025-07-08,2.858,2.934,2.8261,2.8947,wait,False,,,,,,,,4.2989,,,,7
2025-07-09,2.8947,3.0995,2.8783,3.0726,wait,False,,,,,,,,4.2989,,,,7
2025-07-10,3.0729,3.5013,3.0594,3.4909,wait,False,,,,,,,,4.2989,,,,7
2025-07-11,3.491,3.5719,3.3,3.3868,wait,False,,,,,,,,4.2989,,,,7
2025-07-12,3.3869,3.4745,3.3094,3.4019,wait,False,,,,,,,,4.2989,,,,7
2025-07-13,3.402,3.5411,3.3791,3.4899,wait,False,,,,,,,,4.2989,,,,7
2025-07-14,3.4899,4.0017,3.4878,3.8892,wait,False,,,,,,,,4.2989,,,,7
2025-07-15,3.8892,4.1081,3.81,4.1014,wait,False,,,,,,,,4.2989,,,,7
2025-07-16,4.1015,4.1024,3.9211,3.9424,wait,False,,,,,,,,4.2989,,,,7
2025-07-17,3.9423,4.0786,3.85,4.0077,wait,False,,,,,,,,4.2989,,,,7
2025-07-18,4.0077,4.248,3.6519,3.7819,wait,False,,,,,,,,4.2989,,,,7
2025-07-19,3.7817,3.8556,3.6914,3.8346,wait,False,,,,,,,,4.2989,,,,7
2025-07-20,3.8348,4.0341,3.8082,3.891,wait,False,,,,,,,,4.2989,,,,7
2025-07-21,3.891,4.0948,3.835,3.961,wait,False,,,,,,,,4.2989,,,,7
2025-07-22,3.9611,4.0504,3.8028,4.0093,wait,False,,,,,,,,4.2989,,,,7
2025-07-23,4.0095,4.0264,3.5842,3.7179,wait,False,,,,,,,,4.2989,,,,7
2025-07-24,3.7179,3.8724,3.5125,3.7205,wait,False,,,,,,,,4.2989,,,,7
2025-07-25,3.7207,4.0026,3.5889,3.948,wait,False,,,,,,,,4.2989,,,,7
2025-07-26,3.9481,4.3449,3.9349,4.1595,wait,False,,,,,,,,4.2989,,,,7
2025-07-27,4.1597,4.4289,4.1204,4.326,wait,False,,,,,,,,4.2989,,,,7
2025-07-28,4.326,4.4436,3.8818,3.9084,wait,False,,,,,,,,4.2989,,,,7
2025-07-29,3.9084,4.008,3.751,3.8128,wait,False,,,,,,,,4.2989,,,,7
2025-07-30,3.8128,3.8559,3.62,3.758,wait,False,,,,,,,,4.2989,,,,7
2025-07-31,3.7582,3.9609,3.5896,3.614,wait,False,,,,,,,,4.2989,,,,7
2025-08-01,3.6138,3.6343,3.3543,3.4592,wait,False,,,,,,,,4.2989,,,,7
2025-08-02,3.4591,3.5346,3.2663,3.3344,wait,False,,,,,,,,4.2989,,,,7
2025-08-03,3.3344,3.4832,3.2803,3.4466,wait,False,,,,,,,,4.2989,,,,7
2025-08-04,3.4465,3.6352,3.4082,3.5893,wait,False,,,,,,,,4.2989,,,,7
2025-08-05,3.5892,3.6023,3.3432,3.411,wait,False,,,,,,,,4.2989,,,,7
2025-08-06,3.4111,3.5292,3.3272,3.4986,wait,False,,,,,,,,4.2989,,,,7
2025-08-07,3.4984,3.7947,3.443,3.7894,wait,False,,,,,,,,4.2989,,,,7
2025-08-08,3.7894,3.8852,3.7131,3.8387,wait,False,,,,,,,,4.2989,,,,7
2025-08-09,3.8387,3.9812,3.8265,3.8976,wait,False,,,,,,,,4.2989,,,,7
2025-08-10,3.8977,4.0,3.7804,3.8754,wait,False,,,,,,,,4.2989,,,,7
2025-08-11,3.8752,3.9779,3.6213,3.6535,wait,False,,,,,,,,4.2989,,,,7
2025-08-12,3.6533,3.935,3.6,3.8837,wait,False,,,,,,,,4.2989,,,,7
2025-08-13,3.883,4.0726,3.8152,4.0049,wait,False,,,,,,,,4.2989,,,,7
2025-08-14,4.0047,4.1811,3.6514,3.7548,wait,False,,,,,,,,4.2989,,,,7
2025-08-15,3.7548,3.8816,3.6184,3.711,wait,False,,,,,,,,4.2989,,,,7
2025-08-16,3.7109,3.781,3.6677,3.7734,wait,False,,,,,,,,4.2989,,,,7
2025-08-17,3.7735,3.8946,3.7103,3.7639,wait,False,,,,,,,,4.2989,,,,7
2025-08-18,3.7639,3.776,3.5202,3.6027,wait,False,,,,,,,,4.2989,,,,7
2025-08-19,3.6027,3.6766,3.4146,3.4222,wait,False,,,,,,,,4.2989,,,,7
2025-08-20,3.422,3.5885,3.3798,3.5575,wait,False,,,,,,,,4.2989,,,,7
2025-08-21,3.5577,3.5832,3.3844,3.4129,wait,False,,,,,,,,4.2989,,,,7
2025-08-22,3.4126,3.7796,3.3047,3.7603,wait,False,,,,,,,,4.2989,,,,7
2025-08-23,3.7602,3.805,3.6058,3.7367,wait,False,,,,,,,,4.2989,,,,7
2025-08-24,3.7368,3.8498,3.6014,3.6806,wait,False,,,,,,,,4.2989,,,,7
2025-08-25,3.6806,3.7378,3.3122,3.3404,wait,False,,,,,,,,4.2989,,,,7
2025-08-26,3.3405,3.4912,3.3233,3.453,wait,False,,,,,,,,4.2989,,,,7
2025-08-27,3.4531,3.5204,3.4112,3.437,wait,False,,,,,,,,4.2989,,,,7
2025-08-28,3.4371,3.5294,3.4125,3.4914,wait,False,,,,,,,,4.2989,,,,7
2025-08-29,3.4913,3.4994,3.2106,3.2822,wait,False,,,,,,,,4.2989,,,,7
2025-08-30,3.2823,3.3445,3.2236,3.3065,wait,False,,,,,,,,4.2989,,,,7
2025-08-31,3.3066,3.3505,3.2454,3.2494,wait,False,,,,,,,,4.2989,,,,7
2025-09-01,3.2494,3.339,3.1101,3.2042,wait,False,,,,,,,,4.2989,,,,7
2025-09-02,3.2043,3.3215,3.1908,3.3168,wait,False,,,,,,,,4.2989,,,,7
2025-09-03,3.3169,3.4065,3.2671,3.3876,wait,False,,,,,,,,4.2989,,,,7
2025-09-04,3.3876,3.4005,3.2329,3.2857,wait,False,,,,,,,,4.2989,,,,7
2025-09-05,3.2854,3.4562,3.2742,3.3743,wait,False,,,,,,,,4.2989,,,,7
2025-09-06,3.3743,3.408,3.3135,3.3356,wait,False,,,,,,,,4.2989,,,,7
2025-09-07,3.3357,3.3833,3.3342,3.3719,wait,False,,,,,,,,4.2989,,,,7
