date,open,high,low,close,mode,position,stage,event,basis,level_name,level_price,trigger_price,fill_price,H,L_now,rebound_from_L_pct,threshold_pct,forbidden_levels_above_last_sell
2023-07-27,0.6344,0.6502,0.624,0.6306,wait,True,4,,,,,,,2.0,0.609,6.765189,37.4,4
2023-07-28,0.6307,0.6434,0.625,0.6296,wait,True,4,,,,,,,2.0,0.609,5.648604,37.4,4
2023-07-29,0.6297,0.6408,0.6255,0.6385,wait,True,4,,,,,,,2.0,0.609,5.221675,37.4,4
2023-07-30,0.6385,0.6397,0.6,0.6202,wait,True,4,,,,,,,2.0,0.6,6.616667,37.4,4
2023-07-31,0.6203,0.6342,0.6131,0.632,wait,True,4,,,,,,,2.0,0.6,5.7,37.4,4
2023-08-01,0.632,0.6474,0.6088,0.6467,wait,True,4,,,,,,,2.0,0.6,7.9,37.4,4
2023-08-02,0.6467,0.65,0.6081,0.614,wait,True,4,,,,,,,2.0,0.6,8.333333,37.4,4
2023-08-03,0.614,0.6197,0.5852,0.5929,wait,True,4,,,,,,,2.0,0.5852,5.89542,37.4,4
2023-08-04,0.5929,0.6014,0.5795,0.5923,wait,True,4,,,,,,,2.0,0.5795,3.77912,37.4,4
2023-08-05,0.5924,0.5937,0.5811,0.5923,wait,True,4,,,,,,,2.0,0.5795,2.450388,37.4,4
2023-08-06,0.5924,0.6096,0.59,0.5921,wait,True,4,,,,,,,2.0,0.5795,5.194133,37.4,4
2023-08-07,0.5922,0.5997,0.5598,0.5831,wait,True,4,,,,,,,2.0,0.5598,7.127546,37.4,4
2023-08-08,0.5833,0.6031,0.5755,0.594,wait,True,4,,,,,,,2.0,0.5598,7.734905,37.4,4
2023-08-09,0.5947,0.6269,0.588,0.5951,wait,True,4,,,,,,,2.0,0.5598,11.986424,37.4,4
2023-08-10,0.5951,0.6057,0.5876,0.6053,wait,True,4,,,,,,,2.0,0.5598,8.199357,37.4,4
2023-08-11,0.6051,0.6184,0.5963,0.6049,wait,True,4,,,,,,,2.0,0.5598,10.468024,37.4,4
2023-08-12,0.6049,0.614,0.6023,0.6074,wait,True,4,,,,,,,2.0,0.5598,9.682029,37.4,4
2023-08-13,0.6076,0.6135,0.5943,0.5983,wait,True,4,,,,,,,2.0,0.5598,9.592712,37.4,4
2023-08-14,0.5983,0.604,0.5872,0.5993,wait,True,4,,,,,,,2.0,0.5598,7.895677,37.4,4
2023-08-15,0.5993,0.6027,0.5229,0.5606,wait,True,4,,,,,,,2.0,0.5229,15.261044,37.4,4
2023-08-16,0.5607,0.5785,0.5104,0.5271,wait,True,4,,,,,,,2.0,0.5104,13.342476,37.4,4
2023-08-17,0.5274,0.5366,0.45,0.475,wait,True,4,,,,,,,2.0,0.45,19.244444,37.4,4
2023-08-18,0.4752,0.49,0.4651,0.484,wait,True,4,,,,,,,2.0,0.45,8.888889,37.4,4
2023-08-19,0.4841,0.565,0.4826,0.5598,wait,True,4,,,,,,,2.0,0.45,25.555556,37.4,4
2023-08-20,0.5597,0.5752,0.5366,0.5437,wait,True,4,,,,,,,2.0,0.45,27.822222,37.4,4
2023-08-21,0.5437,0.5482,0.4994,0.5142,wait,True,4,,,,,,,2.0,0.45,21.822222,37.4,4
2023-08-22,0.5143,0.5588,0.5043,0.5359,wait,True,4,,,,,,,2.0,0.45,24.177778,37.4,4
2023-08-23,0.5361,0.6258,0.5353,0.6019,wait,False,,SELL S4,HIGH,,,0.6258,0.6258,2.0,,,37.4,2
2023-08-24,0.6018,0.6207,0.556,0.5727,wait,True,6,BUY B6,LOW,B6,0.56,0.556,0.56,2.0,0.556,11.636691,79.9,2
2023-08-25,0.5728,0.5728,0.5335,0.5569,wait,True,6,,,,,,,2.0,0.5335,7.366448,79.9,2
2023-08-26,0.5567,0.604,0.5471,0.5879,wait,True,6,,,,,,,2.0,0.5335,13.21462,79.9,2
2023-08-27,0.5879,0.5963,0.5731,0.5838,wait,True,6,,,,,,,2.0,0.5335,11.771321,79.9,2
2023-08-28,0.5835,0.5837,0.5352,0.5477,wait,True,6,,,,,,,2.0,0.5335,9.40956,79.9,2
2023-08-29,0.5475,0.5519,0.5073,0.5454,wait,True,6,,,,,,,2.0,0.5073,8.791642,79.9,2
2023-08-30,0.5453,0.5465,0.515,0.5255,wait,True,6,,,,,,,2.0,0.5073,7.727183,79.9,2
2023-08-31,0.5253,0.5253,0.4821,0.5005,wait,True,6,,,,,,,2.0,0.4821,8.960797,79.9,2
2023-09-01,0.5004,0.5161,0.4805,0.4889,wait,True,6,,,,,,,2.0,0.4805,7.408949,79.9,2
2023-09-02,0.4889,0.5039,0.4824,0.4909,wait,True,6,,,,,,,2.0,0.4805,4.869927,79.9,2
2023-09-03,0.4909,0.5029,0.4724,0.484,wait,True,6,,,,,,,2.0,0.4724,6.456393,79.9,2
2023-09-04,0.4841,0.4963,0.4721,0.4831,wait,True,6,,,,,,,2.0,0.4721,5.126033,79.9,2
2023-09-05,0.4833,0.493,0.467,0.4907,wait,True,6,,,,,,,2.0,0.467,5.567452,79.9,2
2023-09-06,0.4907,0.4992,0.4739,0.4817,wait,True,6,,,,,,,2.0,0.467,6.895075,79.9,2
2023-09-07,0.4816,0.4874,0.4757,0.4858,wait,True,6,,,,,,,2.0,0.467,4.368308,79.9,2
2023-09-08,0.4858,0.4934,0.4732,0.4814,wait,True,6,,,,,,,2.0,0.467,5.653105,79.9,2
2023-09-09,0.4814,0.4859,0.4776,0.4814,wait,True,6,,,,,,,2.0,0.467,4.047109,79.9,2
2023-09-10,0.4814,0.4817,0.4441,0.4553,wait,True,6,,,,,,,2.0,0.4441,8.466562,79.9,2
2023-09-11,0.4551,0.456,0.4185,0.4267,wait,True,6,,,,,,,2.0,0.4185,8.960573,79.9,2
2023-09-12,0.4264,0.458,0.423,0.4278,wait,True,6,,,,,,,2.0,0.4185,9.438471,79.9,2
2023-09-13,0.4278,0.4448,0.4187,0.4426,wait,True,6,,,,,,,2.0,0.4185,6.284349,79.9,2
2023-09-14,0.4426,0.4516,0.4356,0.4449,wait,True,6,,,,,,,2.0,0.4185,7.9092,79.9,2
2023-09-15,0.4452,0.4485,0.4317,0.4464,wait,True,6,,,,,,,2.0,0.4185,7.168459,79.9,2
2023-09-16,0.4463,0.4671,0.4455,0.4667,wait,True,6,,,,,,,2.0,0.4185,11.612903,79.9,2
2023-09-17,0.4667,0.4667,0.425,0.4345,wait,True,6,,,,,,,2.0,0.4185,11.517324,79.9,2
2023-09-18,0.4346,0.4533,0.4259,0.448,wait,True,6,,,,,,,2.0,0.4185,8.315412,79.9,2
2023-09-19,0.4479,0.4568,0.4467,0.4542,wait,True,6,,,,,,,2.0,0.4185,9.151732,79.9,2
2023-09-20,0.4543,0.4552,0.4368,0.4466,wait,True,6,,,,,,,2.0,0.4185,8.769415,79.9,2
2023-09-21,0.4465,0.4582,0.4332,0.4402,wait,True,6,,,,,,,2.0,0.4185,9.48626,79.9,2
2023-09-22,0.44,0.4458,0.4332,0.445,wait,True,6,,,,,,,2.0,0.4185,6.523297,79.9,2
2023-09-23,0.445,0.4511,0.4397,0.4461,wait,True,6,,,,,,,2.0,0.4185,7.789725,79.9,2
2023-09-24,0.4459,0.4647,0.4354,0.439,wait,True,6,,,,,,,2.0,0.4185,11.039427,79.9,2
2023-09-25,0.4387,0.4494,0.4323,0.4428,wait,True,6,,,,,,,2.0,0.4185,7.383513,79.9,2
2023-09-26,0.4429,0.4453,0.4339,0.4386,wait,True,6,,,,,,,2.0,0.4185,6.403823,79.9,2
2023-09-27,0.4384,0.4441,0.4273,0.4374,wait,True,6,,,,,,,2.0,0.4185,6.117085,79.9,2
2023-09-28,0.4372,0.4499,0.4346,0.4474,wait,True,6,,,,,,,2.0,0.4185,7.502987,79.9,2
2023-09-29,0.4473,0.4971,0.4441,0.4791,wait,True,6,,,,,,,2.0,0.4185,18.781362,79.9,2
2023-09-30,0.4792,0.4861,0.462,0.4703,wait,True,6,,,,,,,2.0,0.4185,16.152927,79.9,2
2023-10-01,0.4703,0.5099,0.4644,0.507,wait,True,6,,,,,,,2.0,0.4185,21.839904,79.9,2
2023-10-02,0.5071,0.5077,0.4579,0.4663,wait,True,6,,,,,,,2.0,0.4185,21.314217,79.9,2
2023-10-03,0.4663,0.4687,0.4412,0.4445,wait,True,6,,,,,,,2.0,0.4185,11.995221,79.9,2
2023-10-04,0.4444,0.4474,0.4252,0.4418,wait,True,6,,,,,,,2.0,0.4185,6.905615,79.9,2
2023-10-05,0.4419,0.4492,0.4323,0.4342,wait,True,6,,,,,,,2.0,0.4185,7.335723,79.9,2
2023-10-06,0.4344,0.4486,0.433,0.4436,wait,True,6,,,,,,,2.0,0.4185,7.192354,79.9,2
2023-10-07,0.4435,0.4592,0.4384,0.4427,wait,True,6,,,,,,,2.0,0.4185,9.725209,79.9,2
2023-10-08,0.4421,0.4442,0.4344,0.4377,wait,True,6,,,,,,,2.0,0.4185,6.14098,79.9,2
2023-10-09,0.4379,0.4388,0.4018,0.4164,wait,True,6,,,,,,,2.0,0.4018,9.208561,79.9,2
2023-10-10,0.4163,0.4189,0.4112,0.4158,wait,True,6,,,,,,,2.0,0.4018,4.255849,79.9,2
2023-10-11,0.416,0.4173,0.4007,0.4099,wait,True,6,,,,,,,2.0,0.4007,4.14275,79.9,2
2023-10-12,0.4098,0.4129,0.4006,0.4074,wait,True,6,,,,,,,2.0,0.4006,3.070394,79.9,2
2023-10-13,0.4073,0.4243,0.4056,0.4134,wait,True,6,,,,,,,2.0,0.4006,5.916126,79.9,2
2023-10-14,0.4135,0.4194,0.4114,0.4155,wait,True,6,,,,,,,2.0,0.4006,4.692961,79.9,2
2023-10-15,0.4155,0.416,0.4051,0.4105,wait,True,6,,,,,,,2.0,0.4006,3.844234,79.9,2
2023-10-16,0.4105,0.43,0.4041,0.4103,wait,True,6,,,,,,,2.0,0.4006,7.338992,79.9,2
2023-10-17,0.4106,0.4118,0.3688,0.3806,wait,True,6,,,,,,,2.0,0.3688,11.659436,79.9,2
2023-10-18,0.3807,0.3902,0.3642,0.3826,wait,True,6,,,,,,,2.0,0.3642,7.138935,79.9,2
2023-10-19,0.3825,0.3829,0.362,0.3703,wait,True,6,,,,,,,2.0,0.362,5.773481,79.9,2
2023-10-20,0.3703,0.3887,0.3643,0.3827,wait,True,6,,,,,,,2.0,0.362,7.375691,79.9,2
2023-10-21,0.3828,0.4002,0.3795,0.3908,wait,True,6,,,,,,,2.0,0.362,10.552486,79.9,2
2023-10-22,0.3909,0.4194,0.3874,0.4043,wait,True,6,,,,,,,2.0,0.362,15.856354,79.9,2
2023-10-23,0.4043,0.4214,0.392,0.4208,wait,True,6,,,,,,,2.0,0.362,16.40884,79.9,2
2023-10-24,0.4206,0.4594,0.414,0.4345,wait,True,6,,,,,,,2.0,0.362,26.906077,79.9,2
2023-10-25,0.4342,0.4505,0.4196,0.4369,wait,True,6,,,,,,,2.0,0.362,24.447514,79.9,2
2023-10-26,0.437,0.4635,0.4167,0.4401,wait,True,6,,,,,,,2.0,0.362,28.038674,79.9,2
2023-10-27,0.44,0.456,0.4203,0.4308,wait,True,6,,,,,,,2.0,0.362,25.966851,79.9,2
2023-10-28,0.4308,0.4786,0.4306,0.4671,wait,True,6,,,,,,,2.0,0.362,32.209945,79.9,2
2023-10-29,0.4673,0.4696,0.4505,0.4527,wait,True,6,,,,,,,2.0,0.362,29.723757,79.9,2
2023-10-30,0.4527,0.4739,0.4428,0.4628,wait,True,6,,,,,,,2.0,0.362,30.911602,79.9,2
2023-10-31,0.463,0.4759,0.42,0.4429,wait,True,6,,,,,,,2.0,0.362,31.464088,79.9,2
2023-11-01,0.4428,0.4726,0.4251,0.4651,wait,True,6,,,,,,,2.0,0.362,30.552486,79.9,2
2023-11-02,0.4652,0.4813,0.4409,0.4584,wait,True,6,,,,,,,2.0,0.362,32.955801,79.9,2
2023-11-03,0.4586,0.4586,0.4314,0.4554,wait,True,6,,,,,,,2.0,0.362,26.685083,79.9,2
2023-11-04,0.4554,0.5196,0.4509,0.5064,wait,True,6,,,,,,,2.0,0.362,43.535912,79.9,2
2023-11-05,0.5064,0.5238,0.4818,0.5001,wait,True,6,,,,,,,2.0,0.362,44.696133,79.9,2
2023-11-06,0.4999,0.5378,0.4863,0.5285,wait,True,6,,,,,,,2.0,0.362,48.563536,79.9,2
2023-11-07,0.5285,0.5286,0.4915,0.5235,wait,True,6,,,,,,,2.0,0.362,46.022099,79.9,2
2023-11-08,0.5235,0.6,0.5171,0.578,wait,True,6,,,,,,,2.0,0.362,65.745856,79.9,2
2023-11-09,0.5781,0.6078,0.4797,0.561,wait,True,6,,,,,,,2.0,0.362,67.900552,79.9,2
2023-11-10,0.561,0.626,0.534,0.6095,wait,True,6,,,,,,,2.0,0.362,72.928177,79.9,2
2023-11-11,0.6094,0.6142,0.5675,0.5921,wait,True,6,,,,,,,2.0,0.362,69.668508,79.9,2
2023-11-12,0.5923,0.6459,0.5575,0.6179,wait,True,6,,,,,,,2.0,0.362,78.425414,79.9,2
2023-11-13,0.6179,0.66,0.6003,0.6005,wait,False,,SELL S6,HIGH,,,0.66,0.66,2.0,,,79.9,2
2023-11-14,0.601,0.63,0.539,0.5662,wait,True,6,BUY B6,LOW,B6,0.56,0.539,0.56,2.0,0.539,16.883117,79.9,2
2023-11-15,0.566,0.6209,0.5598,0.619,wait,True,6,,,,,,,2.0,0.539,15.194805,79.9,2
2023-11-16,0.6191,0.6422,0.5505,0.5652,wait,True,6,,,,,,,2.0,0.539,19.146568,79.9,2
2023-11-17,0.5652,0.5862,0.525,0.5541,wait,True,6,,,,,,,2.0,0.525,11.657143,79.9,2
2023-11-18,0.554,0.5577,0.514,0.5466,wait,True,6,,,,,,,2.0,0.514,8.501946,79.9,2
2023-11-19,0.5463,0.567,0.5282,0.5633,wait,True,6,,,,,,,2.0,0.514,10.311284,79.9,2
2023-11-20,0.5632,0.5786,0.5425,0.5547,wait,True,6,,,,,,,2.0,0.514,12.568093,79.9,2
2023-11-21,0.5547,0.5828,0.5,0.5022,wait,True,6,,,,,,,2.0,0.5,16.56,79.9,2
2023-11-22,0.5023,0.5637,0.5002,0.5562,wait,True,6,,,,,,,2.0,0.5,12.74,79.9,2
2023-11-23,0.5566,0.5955,0.5519,0.5885,wait,True,6,,,,,,,2.0,0.5,19.1,79.9,2
2023-11-24,0.5884,0.6422,0.5814,0.6267,wait,True,6,,,,,,,2.0,0.5,28.44,79.9,2
2023-11-25,0.6268,0.6891,0.6214,0.6553,wait,True,6,,,,,,,2.0,0.5,37.82,79.9,2
2023-11-26,0.6555,0.67,0.6072,0.6349,wait,True,6,,,,,,,2.0,0.5,34.0,79.9,2
2023-11-27,0.6349,0.6475,0.577,0.5933,wait,True,6,,,,,,,2.0,0.5,29.5,79.9,2
2023-11-28,0.5934,0.63,0.5639,0.618,wait,True,6,,,,,,,2.0,0.5,26.0,79.9,2
2023-11-29,0.6179,0.6234,0.5781,0.601,wait,True,6,,,,,,,2.0,0.5,24.68,79.9,2
2023-11-30,0.601,0.644,0.587,0.5971,wait,True,6,,,,,,,2.0,0.5,28.8,79.9,2
2023-12-01,0.5971,0.628,0.5911,0.6131,wait,True,6,,,,,,,2.0,0.5,25.6,79.9,2
2023-12-02,0.6131,0.6339,0.6034,0.6253,wait,True,6,,,,,,,2.0,0.5,26.78,79.9,2
2023-12-03,0.6253,0.6301,0.5973,0.6153,wait,True,6,,,,,,,2.0,0.5,26.02,79.9,2
2023-12-04,0.6152,0.639,0.5557,0.629,wait,True,6,,,,,,,2.0,0.5,27.8,79.9,2
2023-12-05,0.6289,0.659,0.6171,0.6443,wait,True,6,,,,,,,2.0,0.5,31.8,79.9,2
2023-12-06,0.6444,0.6624,0.6033,0.6201,wait,True,6,,,,,,,2.0,0.5,32.48,79.9,2
2023-12-07,0.6202,0.6869,0.6045,0.6713,wait,True,6,,,,,,,2.0,0.5,37.38,79.9,2
2023-12-08,0.6714,0.7147,0.6684,0.7029,wait,True,6,,,,,,,2.0,0.5,42.94,79.9,2
2023-12-09,0.7029,0.7268,0.6705,0.6778,wait,True,6,,,,,,,0.7268,0.5,45.36,79.9,7
2023-12-10,0.6783,0.7159,0.6671,0.6925,wait,True,6,,,,,,,0.7268,0.5,43.18,79.9,7
2023-12-11,0.6926,0.7143,0.6068,0.6291,wait,True,6,,,,,,,0.7268,0.5,42.86,79.9,7
2023-12-12,0.6291,0.664,0.619,0.6597,wait,True,6,,,,,,,0.7268,0.5,32.8,79.9,7
2023-12-13,0.6597,0.6664,0.605,0.6527,wait,True,6,,,,,,,0.7268,0.5,33.28,79.9,7
2023-12-14,0.6529,0.67,0.6262,0.6545,wait,True,6,,,,,,,0.7268,0.5,34.0,79.9,7
2023-12-15,0.6546,0.6556,0.6153,0.6175,wait,True,6,,,,,,,0.7268,0.5,31.12,79.9,7
2023-12-16,0.6175,0.6498,0.6001,0.6322,wait,True,6,,,,,,,0.7268,0.5,29.96,79.9,7
2023-12-17,0.6322,0.6365,0.6043,0.6105,wait,True,6,,,,,,,0.7268,0.5,27.3,79.9,7
2023-12-18,0.6104,0.6194,0.5635,0.6105,wait,True,6,,,,,,,0.7268,0.5,23.88,79.9,7
